date,AAPL,AMZN,GOOGL,MSFT
2013-02-11,0.010422346737563704,-0.01809505630845587,-0.0037562548066196744,0.011252268602540694
2013-02-12,-0.02506658265438,0.005792931845573612,-0.0021984100150868047,0.00071787508973431
2013-02-13,-0.001902972347059051,0.04163123308851957,0.0027667993293756243,0.0053802008608321295
2013-02-14,-0.0008993398845246192,-0.0008535272943185346,0.00633579482897062,0.0003567606136281043
2013-02-15,-0.013779787444715974,-0.01541375724260896,0.006435391585018602,-0.0010699001426532906
2013-02-19,-0.0003696542743747422,0.01757893545588307,0.017606529963859474,0.001249553730810371
2013-02-20,-0.02421750404791767,-0.012381835032437394,-0.017834803099534335,-0.006239971474416128
2013-02-21,-0.006216333392595863,-0.0017641980406142288,0.003874176743745128,-0.013634732687477613
2013-02-22,0.010649249562166174,-0.0019553282695343732,0.005254383382877537,0.00982175336486013
2013-02-25,-0.017768247274127513,-0.020910255444201664,-0.011179126101891645,-0.014048991354466911
2013-02-26,0.01393361377616098,-0.0019625197213991585,-0.0008092871703601068,0.0
2013-02-27,-0.009800665746782178,0.014998457742134486,0.012213115811177788,0.01607599561563755
2013-02-28,-0.007129597117929709,0.0038746438746437573,0.0017754632330220232,-0.00035958288385462556
2013-03-01,-0.02476168425125802,0.0055624929049835625,0.006228170232164265,0.0053956834532373765
2013-03-04,-0.02420657054070441,0.027733875216376935,0.018995628480035,0.007155635062611854
2013-03-05,0.02641020812537187,0.009080590238365271,0.020815355863905927,0.007104795737122638
2013-03-06,-0.012714334190047749,-0.00653144163431163,-0.008614287623715966,-0.00917107583774257
2013-03-07,0.01155918222362562,0.00032871909127418775,0.001462609139937232,0.0017799928800286136
2013-03-08,0.0026417738413992975,0.0011318825763106943,-0.0012922522697205174,-0.00497512437810943
2013-03-11,0.014245827266506916,-0.010758962763047442,0.003968515228420344,-0.00464285714285706
2013-03-12,-0.02155938663017476,0.010654770682790193,-0.008636580559341023,0.0014352350197344155
2013-03-13,-0.00018626172713642752,0.0035384671506220045,-0.002778966092316426,0.00017914725904688567
2013-03-14,0.009689048384777355,-0.03402399127589972,-0.004568016332431757,0.007881067526419594
2013-03-15,0.025802086890655884,-0.014751260630691765,-0.008810236275623717,-0.003554291807357446
2013-03-18,0.027183697039597776,-0.015010312428385908,-0.007997140040367223,0.002318530408418118
2013-03-19,-0.002698808653391338,-0.0057388809182208345,0.00437003415047621,0.002846975088967918
2013-03-20,-0.005302870450089259,0.003385203385203317,0.004175925225893273,0.004790631653655231
2013-03-21,0.001436915091943991,-0.015112057774081089,-0.004232377071493265,-0.007239978809818193
2013-03-22,0.020278126526850793,0.017206677453727615,-0.001170833296390672,0.004980434009249413
2013-03-25,0.003614342803366144,-0.00671193016488858,-0.0008270042277324086,-0.003185840707964571
2013-03-26,-0.005271375419777402,0.01675650339817203,0.003433649668036054,-0.00017755681818176772
2013-03-27,-0.019638262506356363,0.019169451807460325,-0.012013540040952675,0.007636299058781715
