date,AAPL,AMZN,GOOGL,MSFT
2017-11-29,169.48,1161.27,1037.38,83.34
2017-11-30,171.85,1176.75,1036.17,84.17
2017-12-01,171.05,1162.35,1025.07,84.26
2017-12-04,169.8,1133.95,1011.87,81.08
2017-12-05,169.64,1141.57,1019.6,81.59
2017-12-06,169.01,1152.35,1032.72,82.78
2017-12-07,169.32,1159.79,1044.57,82.49
2017-12-08,169.37,1162.0,1049.38,84.16
2017-12-11,172.67,1168.92,1051.97,85.23
2017-12-12,171.7,1165.08,1048.77,85.58
2017-12-13,172.27,1164.13,1051.39,85.35
2017-12-14,172.22,1174.26,1057.47,84.69
2017-12-15,173.97,1179.14,1072.0,86.85
2017-12-18,176.42,1190.58,1085.09,86.38
2017-12-19,174.54,1187.38,1079.78,85.83
2017-12-20,174.35,1177.62,1073.56,85.52
2017-12-21,175.01,1174.76,1070.85,85.5
2017-12-22,175.01,1168.36,1068.86,85.51
2017-12-26,170.57,1176.76,1065.85,85.4
2017-12-27,170.6,1182.26,1060.2,85.71
2017-12-28,171.08,1186.1,1055.95,85.72
2017-12-29,169.23,1169.47,1053.4,85.54
2018-01-02,172.26,1189.01,1073.21,85.95
2018-01-03,172.23,1204.2,1091.52,86.35
2018-01-04,173.03,1209.59,1095.76,87.11
2018-01-05,175.0,1229.14,1110.29,88.19
2018-01-08,174.35,1246.87,1114.21,88.28
2018-01-09,174.33,1252.7,1112.79,88.22
2018-01-10,174.29,1254.33,1110.14,87.82
2018-01-11,175.28,1276.68,1112.05,88.08
2018-01-12,177.09,1305.2,1130.65,89.6
2018-01-16,176.19,1304.86,1130.7,88.35
2018-01-17,179.1,1295.0,1139.1,90.14
2018-01-18,179.26,1293.32,1135.97,90.1
2018-01-19,178.46,1294.58,1143.5,90.0
2018-01-22,177.0,1327.31,1164.16,91.61
2018-01-23,177.04,1362.54,1176.17,91.9
2018-01-24,174.22,1357.51,1171.29,91.82
2018-01-25,171.11,1377.95,1182.14,92.33
2018-01-26,171.51,1402.05,1187.56,94.06
2018-01-29,167.96,1417.68,1186.48,93.92
2018-01-30,166.97,1437.82,1177.37,92.74
2018-01-31,167.43,1450.89,1182.22,95.01
2018-02-01,167.78,1390.0,1181.59,94.26
2018-02-02,160.5,1429.95,1119.2,91.78
2018-02-05,156.49,1390.0,1062.39,88.0
2018-02-06,163.03,1442.84,1084.43,91.33
2018-02-07,159.54,1416.78,1055.41,89.61
